City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,port elizabeth,-33.918,25.5701,16.84,72,0,1.54,ZA,1728097491
298,cabo san lucas,22.8909,-109.9124,28.2,64,2,5.81,MX,1728097381
299,ivanteyevka,55.9711,37.9208,10.11,94,100,2.25,RU,1728097494
300,tonghua,41.7201,125.9219,15.77,57,80,3.16,CN,1728097496
301,labytnangi,66.6572,66.4183,-2.29,80,28,2.35,RU,1728097497
302,margate,51.3813,1.3862,7.71,75,77,3.39,GB,1728097498
303,grand island,40.925,-98.342,14.97,64,0,2.06,US,1728097500
304,teodoro sampaio,-22.5325,-52.1675,20.24,64,3,6.3,BR,1728097501
305,puerto baquerizo moreno,-0.9,-89.6,21.06,90,67,5.0,EC,1728097503
306,ambodifotatra,-16.9833,49.85,22.82,69,82,11.26,MG,1728097504
307,kumylzhenskaya,49.8809,42.5898,13.34,38,100,1.84,RU,1728097506
308,arvika,59.6553,12.5852,5.4,98,99,0.84,SE,1728097507
309,eregli,37.5133,34.0467,14.57,48,0,0.77,TR,1728097509
310,tura,25.5198,90.2201,24.28,96,94,2.13,IN,1728097510
311,petrove,48.3247,33.2562,13.85,94,90,3.24,UA,1728097511
312,el jadid,33.2549,-8.506,21.0,94,18,4.97,MA,1728097513
313,broken hill,-31.95,141.4333,23.11,29,38,11.38,AU,1728097514
314,yuzhno-kurilsk,44.0306,145.8556,13.82,89,100,10.7,RU,1728097516
315,tromso,69.6496,18.957,3.01,93,75,3.6,NO,1728097517
316,ghat,24.9647,10.1728,28.28,18,3,1.56,LY,1728097519
317,general acha,-37.377,-64.6043,15.88,41,1,1.66,AR,1728097520
318,salinas,36.6777,-121.6555,19.05,81,0,3.09,US,1728097522
319,bac lieu,9.285,105.7244,29.88,71,100,4.38,VN,1728097523
320,taitung city,22.7583,121.1444,29.15,84,75,2.06,TW,1728097524
321,isafjordur,66.0755,-23.124,-1.6,72,5,2.64,IS,1728097526
322,lompoc,34.6391,-120.4579,17.51,94,100,1.54,US,1728097527
323,aioun,16.6614,-9.6149,32.75,36,66,3.07,MR,1728097529
324,shiyan,32.6475,110.7781,16.99,59,100,0.46,CN,1728097530
325,college,64.8569,-147.8028,9.99,37,40,2.57,US,1728097532
326,santa rosa,14.3122,121.1114,31.72,72,100,2.76,PH,1728097533
327,garoowe,8.4054,48.4845,23.91,72,89,6.81,SO,1728097535
328,port blair,11.6667,92.75,29.02,84,40,3.09,IN,1728097536
329,mahebourg,-20.4081,57.7,22.16,73,75,7.2,MU,1728097537
330,punta arenas,-53.15,-70.9167,4.06,75,75,4.12,CL,1728097539
331,kiunga,-6.1219,141.2906,30.63,59,99,1.97,PG,1728097540
332,machico,32.7,-16.7667,25.0,76,20,2.06,PT,1728097542
333,lannemezan,43.1252,0.384,7.05,59,89,1.59,FR,1728097543
334,magistral'nyy,56.1725,107.4458,5.43,55,92,3.36,RU,1728097545
335,zyryanskoye,56.8306,86.6258,8.64,52,100,6.6,RU,1728097546
336,kerikeri,-35.2268,173.9474,17.73,85,56,3.58,NZ,1728097547
337,mammoth lakes,37.6485,-118.9721,14.08,30,2,0.45,US,1728097549
338,hithadhoo,-0.6,73.0833,28.68,73,100,5.92,MV,1728097550
339,la passe,45.5549,-0.8967,10.46,74,98,4.44,FR,1728097552
340,nar'yan-mar,67.6713,53.087,1.01,74,100,5.78,RU,1728097553
341,suez,29.9737,32.5263,19.5,87,0,4.36,EG,1728097555
342,kem',64.9555,34.5793,2.03,77,13,5.94,RU,1728097556
343,cill airne,52.05,-9.5167,15.03,98,100,3.94,IE,1728097558
344,rawson,-43.3002,-65.1023,7.16,65,0,1.03,AR,1728097559
345,maintirano,-18.0667,44.0167,22.61,78,12,3.08,MG,1728097561
346,murashi,59.3999,48.9615,8.73,93,100,3.71,RU,1728097564
347,port alfred,-33.5906,26.891,19.69,55,0,3.82,ZA,1728097565
348,bucak,37.4592,30.595,16.21,33,0,2.48,TR,1728097566
349,luderitz,-26.6481,15.1594,27.38,28,99,9.98,NA,1728097568
350,kupino,54.3663,77.2981,8.16,48,54,3.6,RU,1728097569
351,arno,60.1167,18.6333,6.56,88,98,3.27,SE,1728097571
352,daru,-9.0763,143.2092,27.48,70,10,5.86,PG,1728097572
353,evergreen,39.6333,-105.3172,17.66,36,21,1.34,US,1728097574
354,tisul',55.7611,88.3122,9.11,59,100,7.86,RU,1728097575
355,benjamin constant,-4.3831,-70.0311,22.07,90,100,0.35,BR,1728097577
356,senden,48.3244,10.0444,9.66,87,100,0.51,DE,1728097578
357,upington,-28.4478,21.2561,17.21,31,0,1.54,ZA,1728097579
358,ust'-barguzin,53.45,108.9833,5.44,61,85,3.79,RU,1728097581
359,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,55,40,1.54,ID,1728097582
360,brisas barra de suchiate,14.55,-92.2167,26.81,83,75,1.6,MX,1728097584
361,al bardiyah,31.7561,25.0865,20.11,74,0,1.59,LY,1728097585
362,tynda,55.1667,124.7167,6.23,41,58,4.51,RU,1728097587
363,coahuayana de hidalgo,18.7,-103.6583,26.08,91,61,1.21,MX,1728097588
364,pitimbu,-7.4706,-34.8086,24.62,73,42,5.26,BR,1728097590
365,vinukonda,16.05,79.75,29.72,67,87,1.27,IN,1728097593
366,dongola,19.1667,30.4833,29.55,19,51,4.95,SD,1728097594
367,praia da vitoria,38.7333,-27.0667,22.14,94,75,4.12,PT,1728097595
368,bodo,67.28,14.405,5.02,89,75,3.6,NO,1728097597
369,mojkovac,42.9604,19.5833,9.84,94,1,1.03,ME,1728097598
370,kununurra,-15.7667,128.7333,35.99,38,2,2.57,AU,1728097600
371,santa cruz,-17.8,-63.1667,23.7,50,8,2.57,BO,1728097601
372,brisas de zicatela,15.8369,-97.0419,24.15,93,100,3.59,MX,1728097603
373,iskateley,67.6803,53.1512,1.02,74,100,5.69,RU,1728097604
374,divnomorskoye,44.5011,38.1353,16.21,55,4,1.91,RU,1728097607
375,rosarito,32.3333,-117.0333,18.51,82,24,0.27,MX,1728097517
376,lubango,-14.9172,13.4925,17.99,61,62,1.57,AO,1728097610
377,lihue,21.9789,-159.3672,27.77,66,0,5.66,US,1728097611
378,kailua-kona,19.6406,-155.9956,27.98,70,40,5.14,US,1728097613
379,mana,5.6592,-53.7767,26.77,85,97,4.69,GF,1728097614
380,isna,25.2934,32.554,24.04,32,0,3.88,EG,1728097616
381,ardakan,32.31,54.0175,20.14,44,0,5.71,IR,1728097617
382,mweka,-4.85,21.5667,20.38,73,16,0.69,CD,1728097619
383,maksatikha,57.797,35.8825,8.73,93,100,2.54,RU,1728097620
384,lufilufi,-13.8745,-171.5986,26.93,81,81,10.47,WS,1728097622
385,mazagao,-0.115,-51.2894,25.38,84,100,1.55,BR,1728097623
386,hirara,24.8,125.2833,28.22,80,43,5.16,JP,1728097624
387,atherton,53.5237,-2.4935,10.72,89,99,2.68,GB,1728097626
388,petauke,-14.2426,31.3253,13.22,74,0,4.97,ZM,1728097627
389,freetown,8.484,-13.2299,24.56,88,79,1.91,SL,1728097629
390,mirny,62.5353,113.9611,0.39,85,96,3.93,RU,1728097630
391,kruisfontein,-34.0033,24.7314,19.89,34,0,3.76,ZA,1728097632
392,tshabong,-26.05,22.45,12.93,32,1,4.8,BW,1728097633
393,mil'kovo,55.6078,37.7956,11.08,72,100,2.77,RU,1728097635
394,kupang,-10.1667,123.5833,33.32,52,20,7.72,ID,1728097636
395,el bauga,18.262,33.9081,30.61,22,0,2.76,SD,1728097637
396,wuhai,39.6647,106.8122,17.95,55,100,2.37,CN,1728097640
397,lubumbashi,-11.6609,27.4794,14.16,55,9,2.78,CD,1728097642
398,salalah,17.0151,54.0924,27.05,74,75,1.03,OM,1728097643
399,klaksvik,62.2266,-6.589,9.19,98,100,11.65,FO,1728097646
400,aykhal,66.0,111.5,-0.01,71,96,7.88,RU,1728097648
401,cuyamel,15.6667,-88.2,26.82,89,100,1.5,HN,1728097649
402,tazacorte,28.629,-17.9293,21.54,83,0,4.63,ES,1728097651
403,burang,30.25,81.1667,4.73,48,10,1.69,CN,1728097652
404,constantia,44.1833,28.65,16.5,86,0,3.84,RO,1728097654
405,merizo village,13.2658,144.6691,29.99,81,100,1.54,GU,1728097655
406,novodvinsk,64.4165,40.8122,1.86,90,100,2.89,RU,1728097657
407,tres palos,18.1833,-101.6167,22.49,100,83,1.17,MX,1728097658
408,borba,-4.3878,-59.5939,26.33,66,4,1.13,BR,1728097659
409,amga,60.8953,131.9608,3.69,74,99,1.99,RU,1728097661
410,borgarnes,64.5383,-21.9206,0.26,66,0,4.31,IS,1728097662
411,st. john's,47.5649,-52.7093,10.64,93,63,1.79,CA,1728097664
412,la palma,33.8464,-118.0467,21.87,92,100,3.09,US,1728097665
413,mount pearl,47.5166,-52.7813,10.18,95,68,2.62,CA,1728097667
414,sao joao da barra,-21.6403,-41.0511,21.37,85,100,6.51,BR,1728097668
415,kani keli,-12.9536,45.1033,25.59,72,62,7.63,YT,1728097669
416,castillos,-34.1667,-53.8333,7.98,88,55,2.25,UY,1728097671
417,guarapari,-20.6667,-40.4975,21.52,93,100,6.67,BR,1728097672
418,keren,15.7778,38.4581,21.34,62,26,0.97,ER,1728097674
419,kasama,-10.2129,31.1808,12.92,73,2,2.94,ZM,1728097675
420,labrador city,52.9463,-66.9114,3.99,75,18,4.92,CA,1728097677
421,narasannapeta,18.4167,84.05,29.15,66,8,2.1,IN,1728097678
422,shalkar,47.8288,59.6258,13.4,35,51,2.94,KZ,1728097680
423,gulf breeze,30.3571,-87.1639,23.3,93,20,4.12,US,1728097681
424,maceio,-9.6658,-35.7353,22.69,94,40,2.06,BR,1728097683
425,gisborne,-38.6533,178.0042,19.55,47,20,5.47,NZ,1728097684
426,collie,-33.3667,116.15,16.14,65,100,3.02,AU,1728097685
427,edmundston,47.3737,-68.3251,14.63,77,20,2.57,CA,1728097687
428,harper,4.375,-7.7169,24.35,90,88,4.2,LR,1728097688
429,gadzhiyevo,69.2551,33.3362,5.11,83,100,12.35,RU,1728097690
430,christchurch,-43.5333,172.6333,15.53,68,6,8.23,NZ,1728097453
431,bafra,41.5678,35.9069,18.13,68,0,2.69,TR,1728097693
432,khamis mushait,18.3064,42.7292,18.34,29,0,0.0,SA,1728097694
433,pesqueira,-8.3578,-36.6964,16.81,91,55,3.01,BR,1728097696
434,dambulla,7.86,80.6517,28.8,65,96,5.16,LK,1728097697
435,staunton,38.1496,-79.0717,19.49,96,0,0.0,US,1728097698
436,zhigalovo,54.8097,105.1578,5.61,65,69,2.19,RU,1728097700
437,poronaysk,49.2167,143.1167,14.21,57,0,3.64,RU,1728097701
438,acarau,-2.8856,-40.12,25.42,79,2,6.68,BR,1728097703
439,selu,19.4667,76.4667,25.89,75,17,2.88,IN,1728097704
440,kabalo,-6.05,26.9167,22.75,58,62,2.28,CD,1728097706
441,nagqu,31.5,92.0,8.1,53,100,6.22,CN,1728097707
442,staritsa,56.5075,34.9354,9.2,94,100,2.11,RU,1728097708
443,amuntai,-2.4177,115.2494,31.57,59,100,0.36,ID,1728097710
444,verkhnevilyuysk,63.4453,120.3167,2.11,79,100,2.86,RU,1728097711
445,el calafate,-50.3408,-72.2768,4.17,70,4,3.97,AR,1728097713
446,smithers,54.7804,-127.1743,6.18,93,75,0.0,CA,1728097502
447,preobrazheniye,42.9019,133.9064,19.69,45,0,2.82,RU,1728097717
448,juan de ayolas,-27.4,-56.9,16.83,74,0,3.5,PY,1728097719
449,yeppoon,-23.1333,150.7333,22.99,59,0,6.28,AU,1728097720
450,lekki,6.3607,4.8333,23.4,98,100,1.71,NG,1728097722
451,san juan de miraflores,-12.1629,-76.9635,17.87,82,100,2.09,PE,1728097723
452,bonthe,7.5264,-12.505,24.51,91,96,1.38,SL,1728097724
453,kapuskasing,49.4169,-82.4331,3.97,64,5,0.88,CA,1728097726
454,port isabel,26.0734,-97.2086,27.79,89,40,0.0,US,1728097563
455,san patricio,28.017,-97.5169,26.97,80,4,5.33,US,1728097732
456,jirja,26.3383,31.8916,22.73,38,0,4.21,EG,1728097733
457,tsetserleg,47.475,101.4542,1.57,75,84,1.65,MN,1728097735
458,zhoucheng,35.9122,116.3117,21.7,48,36,3.65,CN,1728097736
459,sechura,-5.5569,-80.8222,18.5,84,18,4.44,PE,1728097738
460,kuching,1.55,110.3333,30.61,72,40,1.03,MY,1728097739
461,nuestra senora del rosario de caa cati,-27.7507,-57.6207,16.98,73,0,4.48,AR,1728097741
462,crane,31.3974,-102.3501,24.88,37,0,6.14,US,1728097742
463,midvagur,62.0511,-7.1939,11.46,87,100,7.2,FO,1728097743
464,namdrik,5.5994,168.1028,27.61,76,100,3.46,MH,1728097745
465,minusinsk,53.7103,91.6875,4.01,58,83,1.94,RU,1728097746
466,lumut,4.2323,100.6298,26.15,87,100,1.39,MY,1728097748
467,lincoln city,44.9582,-124.0179,12.7,94,61,2.68,US,1728097749
468,aleksandrovsk-sakhalinskiy,50.8975,142.1561,15.64,55,2,2.86,RU,1728097751
469,keelung,25.1283,121.7419,27.97,89,76,2.85,TW,1728097727
470,grootfontein,-19.5667,18.1167,17.28,42,3,5.2,NA,1728097754
471,caleta de carquin,-11.0925,-77.6267,17.94,85,97,2.46,PE,1728097755
472,elkton,39.6068,-75.8333,19.1,85,78,1.32,US,1728097756
473,amble,55.3333,-1.5833,10.08,87,75,4.12,GB,1728097758
474,salahonda,2.1019,-78.7217,25.99,84,100,3.74,CO,1728097759
475,bireun,5.203,96.7009,26.13,83,100,1.57,ID,1728097761
476,kalmunai,7.4167,81.8167,29.42,69,97,1.57,LK,1728097762
477,ubinskoye,55.3068,79.6802,7.8,60,78,4.64,RU,1728097764
478,selfoss,63.9331,-20.9971,1.32,60,18,5.83,IS,1728097765
479,sorong,-0.8833,131.25,26.83,83,100,2.42,ID,1728097767
480,cleveland,41.4995,-81.6954,18.11,89,40,0.0,US,1728097687
481,nema,57.5067,50.5011,8.5,70,100,3.14,RU,1728097770
482,ronneburg,50.8667,12.1833,9.42,98,100,0.45,DE,1728097771
483,muli,2.9167,73.5667,28.62,75,6,5.03,MV,1728097772
484,taulaga,-11.0553,-171.0883,27.55,80,29,9.7,AS,1728097774
485,goundam,16.4145,-3.6708,32.91,19,92,4.01,ML,1728097777
486,hanover,52.3705,9.7332,6.07,95,5,1.03,DE,1728097778
487,kencong,-8.2833,113.3667,30.14,58,99,3.48,ID,1728097780
488,kenai,60.5544,-151.2583,9.05,72,100,8.23,US,1728097781
489,zeya,53.75,127.2667,6.44,67,99,4.89,RU,1728097783
490,tozkhurmato,34.8905,44.6299,22.87,26,0,3.55,IQ,1728097784
491,sal rei,16.1833,-22.9167,26.0,83,100,4.22,CV,1728097786
492,santa elena de uairen,4.6167,-61.1333,20.19,84,96,0.64,VE,1728097787
493,toliara,-23.35,43.6667,18.17,64,0,8.84,MG,1728097788
494,port pirie,-33.1833,138.0167,22.88,36,46,6.85,AU,1728097790
495,happy valley-goose bay,53.3168,-60.3315,6.15,68,8,2.41,CA,1728097791
496,bukama,-9.2,25.85,22.15,45,6,1.49,CD,1728097793
497,khandyga,62.6667,135.6,1.71,99,100,1.37,RU,1728097794
498,zboriv,49.6648,25.141,11.76,99,100,1.65,UA,1728097796
499,lubang,13.8584,120.124,28.21,76,83,4.94,PH,1728097797
500,lospalos,-8.5186,127.0025,29.14,53,93,5.88,TL,1728097799
501,amper,9.35,9.7,21.58,95,98,1.46,NG,1728097800
502,nongstoin,25.5167,91.2667,19.32,98,99,1.72,IN,1728097802
503,tabou,4.423,-7.3528,24.0,92,70,3.68,CI,1728097803
504,san julian,21.0167,-102.1667,18.89,50,100,4.29,MX,1728097804
505,melo,-32.3667,-54.1833,9.19,96,1,3.18,UY,1728097806
506,kargat,55.1956,80.2811,7.86,55,69,4.66,RU,1728097807
507,bairnsdale,-37.8333,147.6167,23.36,46,77,1.34,AU,1728097809
508,washington,47.5001,-120.5015,12.73,59,9,1.68,US,1728097813
509,kabba,7.8287,6.0731,21.63,98,100,2.28,NG,1728097815
510,souda,35.4844,24.0744,19.63,94,0,0.0,GR,1728097816
511,whitby,54.4877,-0.615,7.99,88,100,5.28,GB,1728097818
512,howrah,22.5892,88.3103,28.0,89,100,0.0,IN,1728097819
513,ta`u,-14.2336,-169.5144,26.29,78,49,11.04,AS,1728097821
514,belomorsk,64.5232,34.7668,2.5,76,70,4.52,RU,1728097822
515,rampur,28.8167,79.0333,26.47,75,0,2.9,IN,1728097824
516,ak'ordat,15.5486,37.8867,28.36,58,28,1.6,ER,1728097825
517,nuuk,64.1835,-51.7216,2.34,75,0,1.03,GL,1728097827
518,acapulco de juarez,16.8634,-99.8901,26.9,83,100,2.57,MX,1728097594
519,guanajuato,21.0186,-101.2591,20.44,73,13,6.3,MX,1728097829
520,sereflikochisar,38.9393,33.5386,19.09,44,0,1.71,TR,1728097831
521,queenstown,-31.8976,26.8753,14.31,31,0,2.72,ZA,1728097832
522,fayroz koh,34.5195,65.2509,12.22,41,66,0.42,AF,1728097834
523,ad dabbah,18.05,30.95,31.57,16,12,5.61,SD,1728097835
524,kibondo,-3.5864,30.7203,16.07,81,94,1.4,TZ,1728097837
525,thurso,58.5927,-3.5259,12.14,85,100,2.73,GB,1728097838
526,ujae,8.9322,165.7642,26.94,85,100,10.65,MH,1728097839
527,berezovo,63.9381,65.0419,1.17,89,100,1.36,RU,1728097841
528,palikir - national government center,6.9248,158.1611,30.47,79,100,3.09,FM,1728097842
529,howard springs,-12.497,131.047,32.95,62,6,1.95,AU,1728097844
530,xilin hot,43.9667,116.0333,10.57,48,40,5.13,CN,1728097845
531,porto velho,-8.7619,-63.9039,26.03,89,39,0.51,BR,1728097847
532,det udom,14.906,105.0784,27.76,73,99,1.56,TH,1728097848
533,al kharijah,25.4514,30.5464,22.13,33,0,3.47,EG,1728097850
534,urangan,-25.3,152.9,20.59,70,0,8.3,AU,1728097853
535,peniche,39.3558,-9.3811,19.56,99,28,3.17,PT,1728097854
536,mugia,43.1041,-9.2179,19.39,98,100,7.52,ES,1728097856
537,khovd,48.0056,91.6419,6.71,45,0,0.47,MN,1728097857
538,fauske,67.2588,15.3918,2.75,89,77,1.48,NO,1728097858
539,bamboo flat,11.7,92.7167,29.05,84,40,3.09,IN,1728097860
540,parras de la fuente,25.4167,-102.1833,19.29,59,2,8.93,MX,1728097861
541,thisted,56.9552,8.6949,9.35,82,52,3.05,DK,1728097863
542,nikolayevsk-on-amure,53.1406,140.73,14.02,60,100,2.03,RU,1728097864
543,ndele,8.4109,20.6473,20.82,97,99,0.99,CF,1728097866
544,alotau,-10.3069,150.4462,26.77,85,89,2.8,PG,1728097867
545,yayva,59.3303,57.2641,6.95,68,100,2.63,RU,1728097869
546,macas,-2.3167,-78.1167,20.15,98,95,1.3,EC,1728097870
547,luanda,-8.8368,13.2343,23.11,86,100,4.73,AO,1728097872
548,magadan,59.5667,150.8,4.39,68,1,0.75,RU,1728097873
549,nadym,65.5333,72.5167,-0.68,79,9,1.99,RU,1728097874
550,guerrero negro,27.9769,-114.0611,20.36,84,0,5.5,MX,1728097876
551,narok,-1.0783,35.8601,15.09,87,76,3.59,KE,1728097877
552,callao,-12.0667,-77.15,18.73,82,75,5.66,PE,1728097879
553,chui,-33.6971,-53.4616,9.89,92,50,2.75,UY,1728097880
554,tamanrasset,22.785,5.5228,20.95,26,0,2.06,DZ,1728097882
555,santa ana de yacuma,-13.75,-65.4333,30.06,46,27,1.51,BO,1728097883
556,palembang,-2.9167,104.7458,29.05,74,40,3.09,ID,1728097885
557,sittwe,20.15,92.9,27.48,84,100,3.9,MM,1728097886
558,fairbanks,64.8378,-147.7164,10.0,37,40,2.57,US,1728097887
559,myitkyina,25.3833,97.4,23.3,99,100,1.1,MM,1728097889
560,vadso,70.0744,29.7487,3.09,87,83,5.14,NO,1728097890
561,puerto leguizamo,-0.1934,-74.7819,21.86,97,100,2.93,CO,1728097892
562,raja,8.4596,25.678,20.61,89,34,1.24,SS,1728097893
563,dolzhanskaya,46.6311,37.8039,16.97,55,13,3.49,RU,1728097895
564,khilok,51.3674,110.4676,3.18,44,4,3.64,RU,1728097896
565,saint-pol-sur-mer,51.0312,2.3398,7.23,89,46,2.62,FR,1728097898
566,kargil,34.5667,76.1,6.01,44,2,1.4,IN,1728097899
567,saynshand,44.8824,110.1163,5.71,85,100,9.33,MN,1728097901
568,cestos city,5.46,-9.5828,24.95,89,98,4.09,LR,1728097902
569,masterton,-40.9597,175.6575,18.24,50,32,2.62,NZ,1728097813
570,sonseca,39.6775,-3.9745,15.36,65,38,1.64,ES,1728097906
571,soio,-6.1349,12.3689,23.47,89,86,2.4,AO,1728097908
572,mocimboa,-11.3167,40.35,22.74,63,5,5.45,MZ,1728097909
573,moussoro,13.6408,16.4901,28.69,56,93,2.73,TD,1728097911
574,torghay,49.6339,63.4981,9.92,26,7,3.3,KZ,1728097912
575,tobruk,32.0836,23.9764,22.78,52,0,2.71,LY,1728097914
576,san manuel,17.0238,121.6357,30.07,70,82,0.85,PH,1728097915
577,ukiah,39.1502,-123.2078,21.32,22,3,1.68,US,1728097858
578,sarupathar,26.1984,93.8094,24.56,95,99,1.55,IN,1728097918
579,sabang,5.8933,95.3214,27.8,70,99,0.66,ID,1728097919
580,usinsk,65.9939,57.5281,-0.47,83,100,3.95,RU,1728097921
581,cam ranh,11.9214,109.1591,29.98,62,40,4.63,VN,1728097922
582,shimanovsk,52.0,127.7,3.46,94,100,5.25,RU,1728097924
583,san agustin de valle fertil,-30.6335,-67.4682,18.08,33,4,3.18,AR,1728097925
584,namsos,64.4662,11.4957,3.95,93,100,2.57,NO,1728097927
585,nizhneangarsk,55.7833,109.55,2.64,59,89,2.57,RU,1728097928
586,timbuktu,16.7735,-3.0074,32.08,27,69,4.24,ML,1728097930
587,nizhniy lomov,53.5304,43.6766,13.4,39,100,2.38,RU,1728097931
588,puerto la cruz,10.2167,-64.6167,27.39,79,90,2.82,VE,1728097932
589,selma,36.5708,-119.6121,32.03,14,15,3.44,US,1728097934
590,jose de freitas,-4.7564,-42.5756,24.92,70,54,1.26,BR,1728097935
591,ciudad insurgentes,25.2625,-111.7753,22.81,76,0,4.72,MX,1728097937
592,sete,43.4018,3.6966,10.92,63,57,3.4,FR,1728097938
593,yaren,-0.5472,166.916,29.36,67,42,6.94,NR,1728097940
594,grants,35.1473,-107.8514,19.13,20,0,3.09,US,1728097941
595,walvis bay,-22.9575,14.5053,14.21,88,10,3.36,NA,1728097944
